scores	norm_scores	matrix	labels	gap	ext
146.0	0.8488372093023255	BLOSUM50	1	15	3
301.0	2.487603305785124	BLOSUM50	1	15	3
304.0	2.4126984126984126	BLOSUM50	1	15	3
93.0	0.7948717948717948	BLOSUM50	1	15	3
72.0	0.5714285714285714	BLOSUM50	1	15	3
308.0	1.6470588235294117	BLOSUM50	1	15	3
178.0	1.390625	BLOSUM50	1	15	3
158.0	1.2248062015503876	BLOSUM50	1	15	3
254.0	0.8167202572347267	BLOSUM50	1	15	3
397.0	2.5448717948717947	BLOSUM50	1	15	3
134.0	3.1904761904761907	BLOSUM50	1	15	3
133.0	3.022727272727273	BLOSUM50	1	15	3
108.0	1.255813953488372	BLOSUM50	0	15	3
180.0	2.25	BLOSUM50	0	15	3
103.0	2.019607843137255	BLOSUM50	0	15	3
330.0	2.185430463576159	BLOSUM50	0	15	3
149.0	2.292307692307692	BLOSUM50	0	15	3
114.0	1.163265306122449	BLOSUM50	0	15	3
590.0	3.933333333333333	BLOSUM50	0	15	3
701.0	22.612903225806452	BLOSUM50	0	15	3
147.0	1.860759493670886	BLOSUM50	0	15	3
183.0	4.575	BLOSUM50	0	15	3
579.0	3.86	BLOSUM50	0	15	3
86.0	1.8297872340425532	BLOSUM50	0	15	3
63.0	0.6428571428571429	BLOSUM50	0	15	3
345.0	2.0783132530120483	BLOSUM50	0	15	3
772.0	7.643564356435643	BLOSUM50	0	15	3
276.0	2.28099173553719	BLOSUM50	0	15	3
48.0	0.48484848484848486	BLOSUM50	0	15	3
420.0	8.235294117647058	BLOSUM50	0	15	3
611.0	30.55	BLOSUM50	0	15	3
843.0	4.436842105263158	BLOSUM50	0	15	3
454.0	1.868312757201646	BLOSUM50	0	15	3
963.0	13.013513513513514	BLOSUM50	0	15	3
251.0	2.7888888888888888	BLOSUM50	0	15	3
200.0	1.1428571428571428	BLOSUM50	0	15	3
411.0	1.8597285067873304	BLOSUM50	0	15	3
75.0	0.9493670886075949	BLOSUM50	0	15	3
83.0	0.535483870967742	BLOSUM50	0	15	3
926.0	7.068702290076335	BLOSUM50	0	15	3
141.0	0.6238938053097345	BLOSUM50	0	15	3
394.0	4.528735632183908	BLOSUM50	0	15	3
195.0	0.8158995815899581	BLOSUM50	0	15	3
210.0	1.3548387096774193	BLOSUM50	0	15	3
400.0	3.125	BLOSUM50	0	15	3
609.0	6.151515151515151	BLOSUM50	0	15	3
190.0	2.6027397260273974	BLOSUM50	0	15	3
196.0	2.8823529411764706	BLOSUM50	0	15	3
129.0	3.5833333333333335	BLOSUM50	0	15	3
139.0	1.139344262295082	BLOSUM50	0	15	3
151.0	1.3727272727272728	BLOSUM50	0	15	3
156.0	2.2941176470588234	BLOSUM50	0	15	3
99.0	2.675675675675676	BLOSUM50	0	15	3
809.0	17.21276595744681	BLOSUM50	0	15	3
623.0	4.547445255474453	BLOSUM50	0	15	3
441.0	3.47244094488189	BLOSUM50	0	15	3
558.0	2.364406779661017	BLOSUM50	0	15	3
83.0	1.3833333333333333	BLOSUM50	0	15	3
511.0	8.516666666666667	BLOSUM50	0	15	3
528.0	20.307692307692307	BLOSUM50	0	15	3
302.0	7.365853658536586	BLOSUM50	0	15	3
431.0	4.684782608695652	BLOSUM50	0	15	3
